diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
trisomie 3,Q2454146, , , , , , , , , , , , , , , , ,C36425, , , 
syndrome de Donohue,Q2467739, , , , , , , , , , , , , , ,"C0265344,C0271695",D056731,"C131000,C84676", ,maladie,"lépréchaunisme,maladie de Donohue"
Maladie de Wagner,Q2470609, , , , , , , , , , , , , ,H35.5,"C0339540,C1840452",C536075, ,https://fr.wikipedia.org/wiki/Maladie_de_Wagner,Maladie héréditaire, 
maladie d'Urbach-Wiethe,Q2500124, , , , , , , , , , , , ,272.8,E78.8,C0023795,D008065,C84829,https://fr.wikipedia.org/wiki/Maladie_d%27Urbach-Wiethe,trouble génétique rare, 
Syndrome de Birt-Hogg-Dubé,Q2532540, , , , , , , , , , , , ,704.8, ,C0346010,D058249,C28244,https://fr.wikipedia.org/wiki/Syndrome_de_Birt-Hogg-Dub%C3%A9,"associe des manifestations cutanées, des manifestations pulmonaires à type de kystes et/ ou de pneumothorax et des tumeurs du rein",Syndrome de Birt-Hogg-Dube
syndrome hyperéosinophilique,Q2551272, , ,hydroxyurée,Q212272, , , , , , , , , , , ,D017681, , , , 
dysplasie ventriculaire droite arythmogène,Q2555727, , , , , , , , , , , , ,425.4,I42.8,C0349788,D019571,C84571,https://fr.wikipedia.org/wiki/Dysplasie_ventriculaire_droite_arythmog%C3%A8ne, ,"Dysplasie arythmogène du ventricule droit,Dysplasie ventriculaire droite arythmogene,cardiomyopathie ventriculaire droite arythmogène"
Héritage finlandais,Q2567857, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/H%C3%A9ritage_finlandais, ,Heritage finlandais
anémie sidéroblastique,Q2610084, , , , , , , , , , , , ,285.0,"D64.0,D64.1,D64.2,D64.3",C0002896,D000756,C36078,https://fr.wikipedia.org/wiki/An%C3%A9mie_sid%C3%A9roblastique, , 
thalassémie alpha liée à l'X avec retard mental,Q2613277, , , , , , , , , , , , , ,D56.0,C1845055,C538258,C118631,https://fr.wikipedia.org/wiki/Thalass%C3%A9mie_alpha_li%C3%A9e_%C3%A0_l%27X_avec_retard_mental, ,Thalassemie alpha liee a l'X avec retard mental
maladie de stockage des esters de cholestérol,Q2622714, , , , , , , , , , , , , ,E75.5,C0008384,D015217, ,https://fr.wikipedia.org/wiki/Maladie_de_surcharge_en_esters_de_cholest%C3%A9rol, , 
syndrome de Marinesco-Sjögren,Q2628677, , , , , , , , , , , , ,742.4,G11.1,C0024814, , ,https://fr.wikipedia.org/wiki/Syndrome_de_Marinesco-Sj%C3%B6gren,maladie,syndrome de Marinesco-Sjogren
hypercholestérolémie familiale,Q2711291, , ,"colésévélam,rosuvastatine,statine,ézétimibe","Q415159,Q417997,Q899036,Q954845", , , , , , , , , ,"E78.00,E78.01","C0020445,C0549399",D006938,"C123416,C34704",https://fr.wikipedia.org/wiki/Hypercholest%C3%A9rol%C3%A9mie_familiale, , 
syndrome d'aplasie du péroné-brachydactylie,Q2718677, , , , , , , , , , , , , ,Q73.8,C1856738,C537931, , , ,"Syndrome d'aplasie du péroné-brachydactylie,Syndrome de Du Pan"
polykystose rénale type dominant,Q2732398, , , , , , , , , , , , , , , ,D016891,C84578,https://fr.wikipedia.org/wiki/Polykystose_r%C3%A9nale_autosomique_dominante,maladie héréditaire monogénique du rein,Polykystose renale type dominant
Cutis laxa,Q2735907, , , , , , , , , , , , , ,Q82.8,"C0010495,C2930812,C4280606",D003483,C84663,https://fr.wikipedia.org/wiki/Cutis_laxa,groupe de maladies génétiques rares des tissus conjonctifs lesquels deviennent inélastiques et plissés, 
Dysplasie septo-optique,Q2756703, , , , , , , , , , , , , , ,C0338503,D025962,C85063,https://fr.wikipedia.org/wiki/Dysplasie_septo-optique, ,"Syndrome de de Morsier,dysplasie septo-optique"
Syndrome de Mowat-Wilson,Q2757585, , , , , , , , , , , , ,759.89,Q43.1,C1856113,C536990,C74999,https://fr.wikipedia.org/wiki/Syndrome_de_Mowat-Wilson, , 
fructosurie,Q2791374, , , , , , , , , , , , , ,"E74.1,E74.11","C0268160,C1416630",C538068, , , , 
achondrogenèse,Q2823145, , , , , , , , , , , , , ,Q77.0,C0001079,C579878,C84527,https://fr.wikipedia.org/wiki/Achondrogen%C3%A8se, ,Achondrogenese
Acidurie 3-méthylglutaconique type 3,Q2823332, , , , , , , , , , , , , ,"E71.1,E71.111",C0574084,C535311, ,https://fr.wikipedia.org/wiki/Acidurie_3-m%C3%A9thylglutaconique_type_3,maladie,"Acidurie 3-methylglutaconique type 3,Acidurie 3-méthylglutaconique Type 3,atrophie optique de Costeff"
Acidurie 4 hydroxy-butyrique,Q2823333, , , , , , , , , , , , , ,E72.8,C0268631,C535803, ,https://fr.wikipedia.org/wiki/Acidurie_4_hydroxy-butyrique, ,Acidurie 4 Hydroxy-butyrique
Acidurie méthacrylique,Q2823334, , , , , , , , , , , , , ,E71.1,C0342738,C562803, ,https://fr.wikipedia.org/wiki/Acidurie_m%C3%A9thacrylique, ,"Acidurie Méthacrylique,Acidurie methacrylique"
acropachie thyroïdienne,Q2823497, , , , , , , , , , , , , ,Q68.1,"C0345408,C1861514", ,C34491,https://fr.wikipedia.org/wiki/Acropachie_thyro%C3%AFdienne, ,Acropachie
déficience en Facteur XII,Q2841213, , , , , , , , , , , , ,286.3,D68.2,C0015526,D005175,C131740, , , 
amylose de la transthyrétine,Q2844603, , , , , , , , , , , , ,277.39,"E85.1+,G63.3*","C0206245,C2751492,C3151470,C3151471", ,"C84554,C84555",https://fr.wikipedia.org/wiki/Amylose_%C3%A0_transthyr%C3%A9tine, ,"Amylose De La Transthyrétine,Amylose de la transthyretine,paramiloidose"
ataxie de Charlevoix-Saguenay,Q2868786, , , , , , , , , , , , , ,G11.1,C1849140,C536787,C154614,https://fr.wikipedia.org/wiki/Ataxie_de_Charlevoix-Saguenay,"maladie neurologique, évolutive et héréditaire","ARSACS,ataxie spastique type 6"
Ataxie cérébelleuse type 6,Q2868788, , , , , , , , , , , , , ,G11.2,C0752124, ,C142838,https://fr.wikipedia.org/wiki/Ataxie_c%C3%A9r%C3%A9belleuse_type_6, ,"Ataxie Cérébelleuse Type 6,Ataxie cerebelleuse type 6"
ataxie paroxystique héréditaire,Q2868790, , , , , , , , , , , , , ,G11.8,C1720416,C535506, ,https://fr.wikipedia.org/wiki/Ataxie_paroxystique_h%C3%A9r%C3%A9ditaire, ,ataxie épisodique type 2
Atrophie optique type I,Q2869820, , , , , , , , , , , , , ,H47.2,C0338508, ,C169000,https://fr.wikipedia.org/wiki/Atrophie_optique_type_I, ,"Atrophie Optique Type I,Atrophie optique type i"
acidose tubulaire rénale distale,Q2896802, , , , , , , , , , , , , , , , ,C123217, , , 
Cataracte congénitale - dysmorphie faciale - neuropathie,Q2941671, , , , , , , , , , , , ,759.89,Q87.8,C1858726,C565822, ,https://fr.wikipedia.org/wiki/Cataracte_cong%C3%A9nitale_-_dysmorphie_faciale_-_neuropathie,maladie,"Cataracte Congénitale - Dysmorphie Faciale - Neuropathie,Cataracte congenitale - dysmorphie faciale - neuropathie"
chondrodysplasie métaphysaire type Jansen,Q2964433, , , , , , , , , , , , , , , ,C537564, ,https://fr.wikipedia.org/wiki/Chondrodysplasie_m%C3%A9taphysaire_type_Jansen, ,"Chondrodysplasie Métaphysaire Type Jansen,Chondrodysplasie metaphysaire type Jansen,Chondrodysplasie métaphysaire type jansen"
Chondrodysplasie métaphysaire type Schmid,Q2964434, , , , , , , , , , , , , ,Q78.5,C0265289,C537352, ,https://fr.wikipedia.org/wiki/Chondrodysplasie_m%C3%A9taphysaire_type_Schmid, ,"Chondrodysplasie Métaphysaire Type Schmid,Chondrodysplasie metaphysaire type Schmid,Chondrodysplasie métaphysaire type schmid"
Chondrodysplasie ponctuée type rhizomélique type 1,Q2964435, , , , , , , , , , , , , ,Q77.3,C1859133, , ,https://fr.wikipedia.org/wiki/Chondrodysplasie_ponctu%C3%A9e_type_rhizom%C3%A9lique_(Type_1), ,"Chondrodysplasie Ponctuée Type Rhizomélique (Type 1),Chondrodysplasie ponctuee type rhizomelique (Type 1),Chondrodysplasie ponctuée type rhizomélique (type 1)"
Chondrodystrophie calcifiante congénitale,Q2964437, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Chondrodystrophie_calcifiante_cong%C3%A9nitale, ,"Chondrodystrophie Calcifiante Congénitale,Chondrodystrophie calcifiante congenitale"
chondrodysplasie métaphysaire de McKusick,Q2964438, , , , , , , , , , , , , ,Q78.8,C0220748,C535916,C61245,https://fr.wikipedia.org/wiki/Chondrodysplasie_m%C3%A9taphysaire_de_McKusick, ,"Chondrodysplasie Métaphysaire De McKusick,Chondrodysplasie metaphysaire de McKusick,Chondrodysplasie métaphysaire de mckusick,Hypoplasie cartilage-cheveux"
maladie de Machado-Joseph,Q3026441, , , , , , , , , , , , ,336.8,G11.8,C0024408,D017827,C84830,https://fr.wikipedia.org/wiki/Maladie_de_Machado-Joseph, , 
dissection de l'artère coronaire,Q3030635, , , , , , , , , , , , , , , , ,C165532,https://fr.wikipedia.org/wiki/Dissection_de_l%27art%C3%A8re_coronaire, ,dissection spontanée de l'artère coronaire
Dysferlinopathie,Q3042104, , , , , , , , , , , , , , ,C2931687,C537995, ,https://fr.wikipedia.org/wiki/Dysferlinopathie, , 
Dyskinésie kinésigénique paroxystique,Q3042113, , , , , , , , , , , , , ,G24.8, , ,C178413,https://fr.wikipedia.org/wiki/Dyskin%C3%A9sie_kin%C3%A9sig%C3%A9nique_paroxystique, ,"Dyskinesie kinesigenique paroxystique,Dyskinésie Kinésigénique Paroxystique,dyskinésie paroxystique kinésigénique"
dysplasie de hanche (type Beukes),Q3042140, , , , , , , , , , , , , ,Q65.8,C1840572,C564185, ,https://fr.wikipedia.org/wiki/Dysplasie_de_hanche,dysplasie constitutionnelle épiphysaire multiple,syndrome de Cilliers Beighton
Dysplasie épiphysaire multiple récessive,Q3042144, , , , , , , , , , , , , , , ,C535504, ,https://fr.wikipedia.org/wiki/Dysplasie_%C3%A9piphysaire_multiple_r%C3%A9cessive, ,"Dysplasie epiphysaire multiple recessive,Dysplasie Épiphysaire Multiple Récessive,Dysplasie épiphysaire multiple"
dystonie avec parkinsonisme liée à l'X,Q3042159, , , , , , , , , , , , , ,G24.1,C1839130,C564048,C126330,https://fr.wikipedia.org/wiki/Dystonie_avec_parkinsonisme_li%C3%A9e_%C3%A0_l%27X, ,"Dystonie Avec Parkinsonisme Liée À L'X,Dystonie avec parkinsonisme liee a l'X,Dystonie avec parkinsonisme liée à l'x"
dystrophie musculaire oculo-pharyngée,Q3042171,"Ptosis,dysarthrie,dysphagie","Q225957,Q622427,Q623289", , , , , , ,expansion de trinucléotide répétés,Q6736610,"Q2094702,analyse génétique","Q2094702,Q285223", ,G71.0,"C0244252,C0270952",D039141,C84942,https://fr.wikipedia.org/wiki/Dystrophie_musculaire_oculo-pharyng%C3%A9e,maladie génétique se manifestant après 45 ans par un abaissement de la paupière supérieure ou ptosis et par des troubles de la déglutition,"Dystrophie Musculaire Oculo-Pharyngée,Dystrophie musculaire oculo-pharyngee"
déficience en entérokinase,Q3043136, , , , , , , , , , , , ,277.89,K90.8,C0268416,C562649, ,https://fr.wikipedia.org/wiki/D%C3%A9ficience_en_ent%C3%A9rokinase, ,"Deficience en enterokinase,déficit en entéropeptidase"
Déficit en carnitine palmitoyltransférase I,Q3043143, , , , , , , , , , , , ,277.85,E71.3,"C0342789,C1829703",C535588,C98871,https://fr.wikipedia.org/wiki/D%C3%A9ficit_en_carnitine_palmitoyltransf%C3%A9rase_I, ,"Deficit en carnitine palmitoyltransferase I,Déficit En Carnitine Palmitoyltransférase I,Déficit en carnitine palmitoyltransférase i"
"Déficit en fructose-1,6-diphosphatase",Q3043147, , , , , , , , , , , , , ,"E74.1,E74.19",C0016756,D015319,C128119,"https://fr.wikipedia.org/wiki/D%C3%A9ficit_en_fructose-1,6-diphosphatase",anomalie métabolique., 
Déficit en purine nucléoside phosphorylase,Q3043155, , , , , , , , , , , , , ,D81.5,C0268125,C562587,C3963,https://fr.wikipedia.org/wiki/D%C3%A9ficit_en_purine_nucl%C3%A9oside_phosphorylase, ,"Deficit en purine nucleoside phosphorylase,Déficit En Purine Nucléoside Phosphorylase"
Déficit en mévalonate kinase,Q3043158, , , , , , , , , , , , , ,"E88.8,M04.1","C0342731,C0398691,C1959626",D054078,C84890,https://fr.wikipedia.org/wiki/D%C3%A9ficit_en_m%C3%A9valonate_kinase, ,"Acidurie mévalonique,Déficit en mevalonate kinase,Mevalonate kinase deficiency"
insensibilité congénitale à la douleur,Q3045238, , , , , , , , , , , , , , , ,D000699, ,https://fr.wikipedia.org/wiki/Insensibilit%C3%A9_cong%C3%A9nitale_%C3%A0_la_douleur, ,"analgésie congénitale,indifférence congénitale à la douleur"
zygomycose,Q3046374, , , , , , , , , , , , , , , ,D020096, , ,regroupe les mucormycoses et les entomophthoramycoses,Zygomycose
Fibrochondrogenèse,Q3071315, , , , , , , , , , , , , , ,"C0265282,C3278138",C562524, ,https://fr.wikipedia.org/wiki/Fibrochondrogen%C3%A8se, ,Fibrochondrogenese
Syndrome MOMO,Q3079989,"handicap mental,macrocéphalie,maladie de l'œil,obésité","Q12174,Q183560,Q3041498,Q635339", , , , , , , , , , , ,Q87.3,C1834759,C535812, ,https://fr.wikipedia.org/wiki/Syndrome_MOMO, , 
Syndrome de Pallister-Hall,Q3085434, , , , , , , , , , , , ,759.89,D33.0,"C0265220,C0342418",D054975,C84987,https://fr.wikipedia.org/wiki/Syndrome_de_Pallister-Hall, , 
Dysgénésie familiale du segment antérieur de l'oeil,Q3108583, , , , , , , , , , , , , ,Q13.8,C1862839, , ,https://fr.wikipedia.org/wiki/Glaucome_cong%C3%A9nital_de_Peters, , 
Hypertrophie musculaire en rapport avec un trouble de la myostatine,Q3144217,hypertrophie musculaire,Q1955391, , , , , , , , , , , , ,C2931112,C536106, ,https://fr.wikipedia.org/wiki/Hypertrophie_musculaire_en_rapport_avec_un_trouble_de_la_myostatine, ,Hypertrophie Musculaire En Rapport Avec Un Trouble De La Myostatine
Hypoplasie congénitale des surrénales liée à l'X,Q3144300, , , , , , , , , , , , , , , , ,C35261,https://fr.wikipedia.org/wiki/Hypoplasie_cong%C3%A9nitale_des_surr%C3%A9nales_li%C3%A9e_%C3%A0_l%27X, ,"Hypoplasie Congénitale Des Surrénales Liée À L'X,Hypoplasie congenitale des surrenales liee a l'X,Hypoplasie congénitale des surrénales liée à l'x"
ischiopagus,Q3155162, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Ischiopagus, ,"Isciopagus,Jumeau parasite"
Leucodystrophie mégalencéphalique,Q3237080, , , , , , , , , , , , , , , ,C536141, ,https://fr.wikipedia.org/wiki/Leucodystrophie_m%C3%A9galenc%C3%A9phalique, ,"Leucodystrophie Mégalencéphalique,Leucodystrophie megalencephalique"
lipodystrophie congénitale de Berardinelli-Seip,Q3242224, , , , , , , , , , , , , , ,C0221032,D052497, ,https://fr.wikipedia.org/wiki/Lipodystrophie_cong%C3%A9nitale_de_Berardinelli-Seip, , 
paralysie périodique hyperkaliémique,Q3269843,"faiblesse musculaire,hyperkaliémie,myotonie,trouble du rythme cardiaque","Q1277793,Q189331,Q270421,Q605259",diclofenamide,Q3706987, , , , ,mutation,Q42918,"Q93216517,analyse génétique,Électromyogramme,électrocardiographie","Q285223,Q507369,Q79785,Q93216517", ,G72.3,C0238357,D020513,C123429,https://fr.wikipedia.org/wiki/Paralysie_p%C3%A9riodique_hyperkali%C3%A9mique, ,maladie de Gamstorp
Léiomyomatose familiale et cancer du rein,Q3270312, , , , , , , , , , , , , ,C64,C1708350,C535516,C51302,https://fr.wikipedia.org/wiki/L%C3%A9iomyomatose_familiale_et_cancer_du_rein, ,"Leiomyomatose familiale et cancer du rein,Léiomyomatose Familiale Et Cancer Du Rein"
acatalasie,Q3273331, , , , , , , , , , , , , , ,C0268419,D020642,C84526,https://fr.wikipedia.org/wiki/Acatalasie,maladie due à un déficit en catalase,acatalasémie
acidurie orotique,Q3276506, , , , , , , , , , , , , ,E79.8,"C0220987,C0268128,C0268130,C3278622",C537136,C98944, ,maladie,oroticacidurie
acidémie isovalérique,Q3278042, , , , , , , , , , , , , ,"E71.1,E71.110",C0268575,C538167,C98964,https://fr.wikipedia.org/wiki/Acid%C3%A9mie_isoval%C3%A9rique,maladie, 
maladie d'Austin,Q3281227, , , , , , , , , , , , , ,E75.2,"C0268263,C1720864",D052517,C84908,https://fr.wikipedia.org/wiki/Maladie_d%27Austin,maladie lysosomale extrêmement rare,"DMS,MSD,déficit multiple en sulfatases,mucosulfatidose,sulfatidose juvénile type Austin"
maladie de Charcot-Marie-Tooth type 2,Q3281254, , , , , , , , , , , , ,356.0, ,C0392553, , ,https://fr.wikipedia.org/wiki/Maladie_de_Charcot-Marie-Tooth_type_2, ,"Maladie De Charcot-Marie-Tooth Type 2,Maladie de charcot-marie-tooth type 2"
maladie de Nasu-Hakola,Q3281284, , , , , , , , , , , , ,758.89,E75.2,C1857316,C536329, ,https://fr.wikipedia.org/wiki/Maladie_de_Nasu-Hakola, ,"Maladie De Nasu-Hakola,Maladie de nasu-hakola"
Maladie de Niemann-Pick type A et B,Q3281285, , , , , , , , , , , , , , , ,D052536, ,https://fr.wikipedia.org/wiki/Maladie_de_Niemann-Pick, ,"Maladie De Niemann-Pick,Maladie de niemann-pick"
Maladie de Roussy-Lévy,Q3281293, , , , , , , , , , , , ,334.3,G60.0,C0205713, , ,https://fr.wikipedia.org/wiki/Maladie_de_Roussy-L%C3%A9vy, ,"Maladie De Roussy-Lévy,Maladie de Roussy-Levy,Maladie de roussy-lévy"
Maladie de Scheie,Q3281299, , , , , , , , , , , , , ,E76.0, , ,C61265,https://fr.wikipedia.org/wiki/Maladie_de_Scheie,maladie de surcharge lysosomale héréditaire et évolutive due à un déficit de l'enzyme alpha-L-iduronidase, 
maladie lymphoproliférative liée à l'X,Q3281380, , , , , , , , , , , , , , , , ,C61246,https://fr.wikipedia.org/wiki/Maladie_lymphoprolif%C3%A9rative_li%C3%A9e_%C3%A0_l%27X,connue aussi comme Maladie de Duncan ou Syndrome de Purtilo,"maladie Lymphoproliférative Liée À L'X,maladie lymphoproliferative liee a l'X,maladie lymphoproliférative liée à l'x"
maladie veino-occlusive hépatique avec immunodéficience,Q3281403, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Maladie_veino-occlusive_h%C3%A9patique_avec_immunod%C3%A9ficience, ,"Maladie Veino-Occlusive Hépatique Avec Immunodéficience,Maladie veino-occlusive hepatique avec immunodeficience"
anémie microcytaire,Q3298999,microcytose,Q1091552, , , , , , , , , , , , ,C0085576,C562385,C35141,https://fr.wikipedia.org/wiki/An%C3%A9mie_microcytaire, , 
Syndrome de Jervell et Lange-Nielsen,Q3304152, , , , , , , , , , , , , , ,C0022387,D029593,C84793,https://fr.wikipedia.org/wiki/Syndrome_de_Jervell_et_Lange-Nielsen, ,Syndrome de Jervel-Lange et Nilsen
Myopathie avec surcharge en desmine,Q3331452, , , , , , , , , , , , , ,G71.0, , , ,https://fr.wikipedia.org/wiki/Myopathie_avec_surcharge_en_desmine, ,Myopathie Avec Surcharge En Desmine
myopathie distale de type Laing,Q3331456, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Myopathie_distale_de_type_Laing, ,"Myopathie Distale De Type Laing,Myopathie distale de type laing"
nanisme 3M,Q3335660, , , , , , , , , , , , , , ,"C1848862,C1851996","C535314,C535725", ,https://fr.wikipedia.org/wiki/Nanisme_3M, , 
Nanisme létal type Greenberg,Q3335662, , , , , , , , , , , , , ,Q77.3,"C1300226,C2931048","C535858,C537299", ,https://fr.wikipedia.org/wiki/Nanisme_l%C3%A9tal_type_Greenberg, ,"Nanisme Létal Type Greenberg,Nanisme letal type Greenberg,Nanisme létal type greenberg,Nanisme létale type Greenberg"
Nanisme diastrophique,Q3335666, , , , , , , , , , , , ,756.89,Q77.5,"C0220726,C1857255",C536170,C156311,https://fr.wikipedia.org/wiki/Nanisme_diastrophique, ,Nanisme Diastrophique
Nanisme mulibrey,Q3335671, , , , , , , , , , , , ,759.89,Q87.1,"C0524582,C2931895",D050336,C84906,https://fr.wikipedia.org/wiki/Nanisme_mulibrey, ,Nanisme Mulibrey
Neuroferritinopathie,Q3338664, , , , , , , , , , , , ,333.0,G23.0,C1853578,C548080, ,https://fr.wikipedia.org/wiki/Neuroferritinopathie, , 
Neuropathie héréditaire sensitive et autonomique de type I,Q3338681, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Neuropathie_h%C3%A9r%C3%A9ditaire_sensitive_et_autonomique_de_type_I, ,"Neuropathie Héréditaire Sensitive Et Autonomique De Type I,Neuropathie hereditaire sensitive et autonomique de type I,Neuropathie héréditaire sensitive et autonomique de type i"
néoplasie endocrinienne multiple type 1,Q3347154, , , , , , , , , , , , ,"237.4,258.01","D44.8,E31.21","C0025267,C3149237",D018761,C3225,https://fr.wikipedia.org/wiki/N%C3%A9oplasie_endocrinienne_multiple_type_1, ,Neoplasie endocrinienne multiple type 1
omodysplasie,Q3352097, , , , , , , , , , , , , ,Q78.8,"C1850318,C2750355","C537746,C567664", ,https://fr.wikipedia.org/wiki/Omodysplasie,maladie, 
déficit systémique en carnitine,Q3358135, , , , , , , , , , , , ,"277.81,277.82","E71.3,E71.41,E71.42","C0342788,C1260388",C536778,C98864, , , 
paraplégie spastique type 7,Q3363626, , , , , , , , , , , , , ,G11.4,"C1846564,C3711370", ,C181657,https://fr.wikipedia.org/wiki/Parapl%C3%A9gie_spastique_type_7, ,Paraplegie spastique type 7
déficit familial complet en LCAT,Q3441028, , , , , , , , , , , , , ,E78.6,C0023195,D007863,C84813,https://fr.wikipedia.org/wiki/Maladie_LCAT, ,Maladie de Norum
myopathie avec autophagie excessive liée à l'X,Q3456637, , , , , , , , , , , , , ,G71.8,"C1839615,C2931230",C536522, , , ,myopathie vacuolaire
rétinoschisis juvénile lié à l'X,Q3458131, , , , , , , , , , , , , ,Q14.1,"C0271091,C3714753", ,C75483,https://fr.wikipedia.org/wiki/R%C3%A9tinoschisis_juv%C3%A9nile_li%C3%A9_%C3%A0_l%27X,maladie,"Retinoschisis juvenile lie a l'X,Rétinoschisis juvénile lié à l'x"
sclérose latérale amyotrophique juvénile,Q3475952, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Scl%C3%A9rose_lat%C3%A9rale_amyotrophique_juv%C3%A9nile, ,Sclerose laterale amyotrophique juvenile
Syndrome CACH,Q3508563, , , , , , , , , , , , , ,E75.2,C1858991, ,C122664,https://fr.wikipedia.org/wiki/Syndrome_CACH, , 
syndrome MASS,Q3508570, , , , , , , , , , , , , , , ,C536030, ,https://fr.wikipedia.org/wiki/Syndrome_MASS, ,prolapsus de la valve mitrale-anévrisme aortique-vergetures-signes squelettiques
syndrome Muscle-Eye-Brain,Q3508572, , , , , , , , , , , , ,742.4,Q04.3,C0457133, ,C126740,https://fr.wikipedia.org/wiki/Syndrome_Muscle-Eye-Brain, ,"Maladie de Santavuori,Syndrome muscle-eye-brain"
syndrome Varadi-Papp,Q3508580, , , , , , , , , , , , , ,Q04.3,C2745997,C536531,C124841,https://fr.wikipedia.org/wiki/Syndrome_Varadi-Papp,maladie,"Syndrome de Joubert avec atteinte oro-facio-digitale,Syndrome de Váradi-Papp,Syndrome oro-facio-digital type 6"
Syndrome d'Ehlers-Danlos type cypho-scoliotique,Q3508598, , , , , , , , , , , , , ,Q79.6,C0268342,C536198,C125700,https://fr.wikipedia.org/wiki/Syndrome_d%27Ehlers-Danlos_type_cypho-scoliotique, ,Syndrome d'ehlers-danlos type cypho-scoliotique
Syndrome d'Ehlers-Danlos type arthro-chalasique,Q3508601, , , , , , , , , , , , , ,Q79.6,"C0268345,C1851801",C562625,C125701,https://fr.wikipedia.org/wiki/Syndrome_d%27Ehlers-Danlos_type_arthro-chalasique, ,syndrome d'Ehlers-Danlos type arthrochalasique
Syndrome d'Ehlers-Danlos type vasculaire,Q3508605, , , , , , , , , , , , , , ,C0268338, , ,https://fr.wikipedia.org/wiki/Syndrome_d%27Ehlers-Danlos_type_vasculaire, ,Syndrome d'ehlers-danlos type vasculaire
syndrome d'hyperinsulinisme et hyperammoniémie,Q3508614, , , , , , , , , , , , , ,E72.8,C1847555,C538375, ,https://fr.wikipedia.org/wiki/Syndrome_d%27hyperinsulinisme_et_hyperammoni%C3%A9mie, ,Syndrome d'hyperinsulinisme et hyperammoniemie
Syndrome de Baller-Gerold,Q3508616, , , , , , , , , , , , , ,Q75.0,C0265308,C536788, ,https://fr.wikipedia.org/wiki/Syndrome_de_Baller-Gerold, ,Syndrome de baller-gerold
Syndrome de Beals,Q3508618, , , , , , , , , , , , , , , , ,C129865,https://fr.wikipedia.org/wiki/Syndrome_de_Beals, ,Syndrome de beals
Syndrome de Bruck,Q3508623, , , , , , , , , , , , , ,M21.8,C1850168, , ,https://fr.wikipedia.org/wiki/Syndrome_de_Bruck, ,Syndrome de bruck
Syndrome de Donnai-Barrow,Q3508634, , , , , , , , , , , , ,759.89,Q87.8,C1857277,C536390, ,https://fr.wikipedia.org/wiki/Syndrome_de_Donnai-Barrow, ,Syndrome de donnai-barrow
syndrome de Goldston,Q3508640, , , , , , , , , , , , , , ,C2673885,C537756, ,https://fr.wikipedia.org/wiki/Syndrome_de_Goldston, ,Syndrome de goldston
Syndrome de Greig,Q3508649, , , , , , , , , , , , , ,Q87.0,C0265306,C537300,C35255,https://fr.wikipedia.org/wiki/Syndrome_de_Greig, ,Syndrome de greig
Syndrome de Loeys-Dietz,Q3508669, , , , , , , , , , , , ,759.89,Q87.4,"C1836635,C2697932",D055947,C75006,https://fr.wikipedia.org/wiki/Syndrome_de_Loeys-Dietz, ,Syndrome de loeys-dietz
Syndrome de McKusick Kaufman,Q3508674, , , , , , , , , , , , ,758.89,Q87.8,C0948368,C538159, ,https://fr.wikipedia.org/wiki/Syndrome_de_McKusick_Kaufman, ,Syndrome de mckusick kaufman
Syndrome de Muenke,Q3508679, , , , , , , , , , , , , ,Q87.0,C1864436,C537369,C84904,https://fr.wikipedia.org/wiki/Syndrome_de_Muenke, ,Syndrome de muenke
Syndrome de Saethre-Chotzen,Q3508686,craniosynostose,Q378183, , , , , , , , , , , , ,C0175699,D000168,C75034,https://fr.wikipedia.org/wiki/Syndrome_de_Saethre-Chotzen, ,Syndrome de saethre-chotzen
syndrome de Timothy,Q3508705,"bradycardie,cardiopathie congénitale,fibrillation ventriculaire,syncope,tachycardie,troubles de la conduction cardiaque","Q1361515,Q180007,Q209583,Q217111,Q848662,Q939364", , , , , , , , , , , ,"G72.3,I45.8",C1832916,C536962,C142894,https://fr.wikipedia.org/wiki/Syndrome_de_Timothy, ,Syndrome de timothy
syndrome de Troyer,Q3508706, , , , , , , , , , , , ,335.29,G11.4,C0393559,C536858, ,https://fr.wikipedia.org/wiki/Syndrome_de_Troyer, ,Syndrome de troyer
syndrome de l'incisive centrale maxillaire médiane unique,Q3508723, , , , , , , , , , , , , , ,C1840235,C537342, ,https://fr.wikipedia.org/wiki/Syndrome_de_l%27incisive_centrale_maxillaire_m%C3%A9diane_unique, ,Syndrome de l'incisive centrale maxillaire mediane unique
