diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
fiebre del valle del Rift,Q326638,"Q65202123,artralgia,cefalea,ceguera,coagulación intravascular diseminada,eflorescencia,epistaxis,fiebre,hemorragia,hemorragia digestiva superior,ictericia,melena,meningismo,meningoencefalitis,menorragia,mialgia,rigidez de la nuca","Q10874,Q1163908,Q133244,Q1494682,Q166019,Q1883970,Q202013,Q2346415,Q32069,Q38933,Q474959,Q65202123,Q653197,Q683498,Q823027,Q841878,Q86","Ribavirina,interferón","Q188269,Q421862", , , , ,Rift Valley fever virus,Q14276794,"ELISA,Q7933598,Reacción en cadena de la polimerasa","Q176996,Q332126,Q7933598", ,A92.4,C0035613,D012295,C128419,https://es.wikipedia.org/wiki/Fiebre_del_valle_del_Rift, ,"Fiebre de rift valley,RVF"
salmonelosis,Q326648,"calambre abdominal,deshidratación,diarrea,dolor abdominal,escalofrío,fiebre,náusea,vómito","Q127076,Q183425,Q186889,Q194290,Q2260058,Q3002092,Q38933,Q40878","Q1138664,Solución láctica de Ringer","Q1138664,Q2920739", , , , ,Salmonella,Q150839,cultivo microbiológico,Q1125312,003.0,"A01.0,A01.1,A01.2,A01.3,A01.4,A02.0,A02.1,A02.2,A02.8,A02.9","C0036114,C0036117",D012480, ,https://es.wikipedia.org/wiki/Salmonelosis,Enfermedad infecciosa producida por bacterias del género Salmonella,Salmonelosi
encefalitis transmitida por garrapatas,Q326663,"Q12122651,Q28868265,cansancio,cefalea,coma,confusión mental,fiebre,fotofobia,mialgia,náusea,parálisis,somnolencia,vómito","Q107231,Q1077823,Q12122651,Q127076,Q159557,Q186889,Q281289,Q28868265,Q38933,Q474959,Q557945,Q86,Q9690","Gabapentina,Lamotrigina,Piracetam,Q369648,Tizanidina,Vitamina B3,baclofeno,carbamazepina,diazepam,interferón,medicina hiperbárica,ribonucleasa,terapia con inmunoglobulina","Q134658,Q188269,Q210402,Q338912,Q369648,Q410069,Q410346,Q410352,Q410412,Q413717,Q422523,Q423538,Q731615", , , , ,Tick-borne encephalitis virus,Q251824,"ELISA,Q7933598","Q332126,Q7933598",063.2,"A84.0,A84.1,A84.8,A84.9","C0014054,C0014061",D004675, ,https://es.wikipedia.org/wiki/Encefalitis_transmitida_por_garrapatas,infección viral causada por el virus de la encefalitis por garrapatas,"TBE,encefalitis centroeuropea,meningoencefalitis de garrapata"
muermo,Q327005,"Esplenomegalia,Q24084959,absceso,adenopatía,artralgia,cefalea,escalofrío,fiebre,linfangitis,mialgia,úlcera","Q1129121,Q1476027,Q164655,Q2260058,Q24084959,Q38933,Q474959,Q6452285,Q683498,Q847726,Q86","Amikacina,Gentamicina,Trimetoprima-sulfametoxazol,amoxicilina,ampicilina,tobramicina","Q1758380,Q201928,Q244150,Q408529,Q422482,Q898623",Sap,Q1184606, , ,Burkholderia mallei,Q134434,"Q6744123,Reacción en cadena de la polimerasa,cultivo microbiológico,exploración física,hemograma","Q1125312,Q176996,Q6744123,Q835153,Q886518",24,A24.0,C0017589,D005896,C34638,https://es.wikipedia.org/wiki/Muermo,enfermedad infecciosa, 
hepatitis D,Q327281,"hepatitis,náusea,sobreinfección","Q131742,Q1563808,Q186889", , , , , , , , ,"ELISA,Reacción en cadena de la polimerasa,examen de sangre","Q176996,Q332126,Q886837",070.52,B17.0,C0011226,D003699, ,https://es.wikipedia.org/wiki/Hepatitis_D, , 
acariosis,Q337998, , ,Imidacloprid,Q420098, , , , , , , , ,"133,133.9","B88.0,B88.9",C0026229,D008924, , , ,infestación por ácaros
peste equina africana,Q386408, , , , , , , , ,African horse sickness virus,Q4408311, , , , , ,D000355, ,https://es.wikipedia.org/wiki/Peste_equina_africana, ,African horse sickness virus
dracunculiasis,Q388646,"fiebre,mialgia,náusea,picor,urticaria alérgica,vómito","Q127076,Q186889,Q199602,Q38933,Q474959,Q7901359",Tiabendazol,Q424986, , , , ,Dracunculus medinensis,Q1502531, , ,125.7,B72,C0013100,D004320,C84677,https://es.wikipedia.org/wiki/Dracunculiasis,dermatosis nodular producida por el crecimiento del parásito Dracunculus medinensis, 
fiebre de las trincheras,Q393477,"Esplenomegalia,Q12122651,adenopatía,angiomatosis bacilar,artralgia,cefalea,debilidad muscular,diarrea,eflorescencia,fiebre,hepatomegalia,hinchazón,hipersomnia,hipotensión,mialgia,somnolencia,taquicardia,vómito","Q1077823,Q109186,Q1129121,Q12122651,Q127076,Q1362864,Q209583,Q270421,Q275419,Q38933,Q40878,Q474959,Q653197,Q683498,Q751641,Q812671,Q847726,Q86","Gentamicina,azitromicina,ceftriaxona,doxiciclina","Q165399,Q421713,Q422442,Q422482",pandemia de gripe de 1918,Q178275, , ,Bartonella quintana,Q148561,"ELISA,Ensayo de fijación del complemento,Reacción en cadena de la polimerasa,anamnesis,exploración física,hemograma,inmunofluorescencia","Q176996,Q188952,Q332126,Q592324,Q835153,Q886518,Q904197",083.1,A79.0,C0040830,D014205, ,https://es.wikipedia.org/wiki/Fiebre_de_las_trincheras, ,fiebre de trincheras
actinomicosis,Q422268,"Q3150763,absceso,fatiga crónica idiopática,fístula","Q164655,Q189470,Q3150763,Q96199399","Bencilpenicilina,amoxicilina,ampicilina","Q201928,Q244150,Q258450", , , , ,"Actinomyces israelii,Actinomycetales","Q147800,Q343452","exploración física,microscopio óptico","Q835153,Q912313","039,039.9","A42,A42.0,A42.1,A42.2,A42.7,A42.8,A42.9",C0001261,D000196,C34350,https://es.wikipedia.org/wiki/Actinomicosis, ,Actinomycosis
Q444662,Q444662,"diarrea,dolor abdominal,picor","Q183425,Q199602,Q40878", , , , , , ,Dipylidium caninum,Q81125,microscopio óptico,Q912313, , , , , , , , 
infección intestinal por parásitos,Q475510, , , , , , , , ,parásito intestinal,Q58339313, , , , , ,D007411, ,https://es.wikipedia.org/wiki/Infecci%C3%B3n_intestinal_por_par%C3%A1sitos,Enfermedad, 
theileriosis,Q481392, , , , , , , , ,"Theileria,Theileria parva","Q5233857,Q7777788", , ,136.8, ,C0039753,D013801, ,https://es.wikipedia.org/wiki/Theileriosis,enfermedad parasitaria,"fiebre de la costa oriental,theileriosis bovina"
coccidiosis,Q487837, , ,"Q27264391,Q27272407,Q27286710,Toltrazuril","Q1470932,Q27264391,Q27272407,Q27286710", , , , ,infección,Q166231, , ,007.2, ,C0009187,D003048,C34493,https://es.wikipedia.org/wiki/Coccidiosis, , 
Pielonefritis,Q506652, , ,"Cefepima,Ertapenem,Gatifloxacina,Levofloxacino,Moxifloxacino,Q21011231,ciprofloxacino","Q21011231,Q2365016,Q2552927,Q256602,Q424193,Q424940,Q553220", , , , , , , , ,590.80,"N10-N16,N12,N16",C0034186,D011704,C34965,https://es.wikipedia.org/wiki/Pielonefritis, ,Pielonefritis aguda
pediculosis de la cabeza,Q532158,Irritabilidad,Q29299, , , , , , , , , , ,132.0,B85.0,C0030757,D010373, ,https://es.wikipedia.org/wiki/Pediculosis_de_la_cabeza, ,pediculosis del cuero cabelludo
helmintiasis,Q578994, , ,"Albendazol,Q1339032,Q15726127,Q27155583,Tiabendazol,niclosamida","Q1339032,Q15726127,Q27155583,Q411629,Q418523,Q424986", , , , ,infección,Q166231, , ,"120-129.99,128.8,128.9","B65-B83,B65.B83,B83.9",C0018889,D006373,C84751,https://es.wikipedia.org/wiki/Helmintiasis,enfermedad parasitaria causada por una infestación de gusanos,"helmintosis,infeccion helmintiasica,infección helmintiásica,verminosis"
angina de Ludwig,Q592804, , , , , , , , , , , , ,528.3, ,C0024081,D008158, ,https://es.wikipedia.org/wiki/Angina_de_Ludwig, ,"celulitis de piso de boca,flemón difuso hiper séptico y gangrenoso de piso de boca"
encefalomielitis ovina,Q614279, , , , , , , , ,Louping ill virus,Q19838288, , ,063.1,A84.8,C0024025,D008146, ,https://es.wikipedia.org/wiki/Encefalomielitis_ovina, , 
tuberculosis bovina,Q618032, , , , , , , , ,infección,Q166231, , , , , ,D014380, , , , 
Celulitis orbitaria,Q622969,"inflamación,ptosis palpebral","Q101991,Q622427", , , , , , , , , , ,376.01,H05.01,C0149507,D054517,C99000,https://es.wikipedia.org/wiki/Celulitis_orbitaria, , 
blastomicosis,Q627368, , ,"Anfotericina B,Fluconazol,Ketoconazol,Natamicina,itraconazol","Q248466,Q407883,Q411229,Q411478,Q412223", , , , , , , , ,"116,116.0","B40,B40.9","C0005716,C0005717",D001759,"C34428,C34429",https://es.wikipedia.org/wiki/Blastomicosis, ,enfermedad de Gilchrist
rickettsiosis,Q646664, , ,"Oxitetraciclina,cloranfenicol,doxiciclina,tetraciclina","Q193045,Q274515,Q411646,Q422442", , , , ,Rickettsia,Q627992, , , , , ,D012282,C34991,https://es.wikipedia.org/wiki/Rickettsiosis,grupo de enfermedades infecciosas, 
tinea capitis,Q650766, , , , , , , , , , , , ,110.0, ,"C0011640,C0040250",D014006,C34536,https://es.wikipedia.org/wiki/Tinea_capitis,infección del cuero cabelludo, 
enfermedad mano-pie-boca,Q652744,eflorescencia,Q653197, , , , , , , , , , ,074.3,B08.4,C0018572,D006232,C128439,https://es.wikipedia.org/wiki/Enfermedad_mano-pie-boca,enfermedad exantemática causada por virus Coxsackie y Enterovirus,"HFMD,exantema vírico de manos, pies y boca,fiebre aftosa humana"
enfermedad de Whipple,Q653078, , , , ,Tríada de Whipple,Q7993737, , ,infección,Q166231, , ,040.2,"K90.8+,K90.81,M14.8*","C0023788,C2930851",D008061,C85228,https://es.wikipedia.org/wiki/Enfermedad_de_Whipple, , 
enfermedad vesicular porcina,Q662016, , , , , , , , ,Swine vesicular disease virus,Q47400772, , , , , ,D013555, ,https://es.wikipedia.org/wiki/Enfermedad_vesicular_porcina, , 
herpangina,Q665258, , , , , , , , , , , , ,074.0,B08.5,C0019338,D006557, ,https://es.wikipedia.org/wiki/Herpangina, , 
Orf virus,Q681970, , , , ,"ORF,Orf,Österreichischer Rundfunk","Q235215,Q262386,Q37537270", , ,Parapoxvirus ovis,Q2029700, , ,051.2,B08.02,C0013570,D004474, ,https://es.wikipedia.org/wiki/Orf_virus, ,"Ectima contagioso,Orf,Virus Orf"
Bejel,Q682798,"Q24084959,adenopatía,cicatriz,periostitis","Q1480377,Q206060,Q24084959,Q847726","Bencilpenicilina,azitromicina,doxiciclina","Q165399,Q258450,Q422442", , , , ,Treponema endemicu,Q3998407,"exploración física,inmunofluorescencia,microscopía","Q1074953,Q592324,Q835153", , ,C0004945,D014211, ,https://es.wikipedia.org/wiki/Bejel,Enfermedad,"Sifilis endemica,Sífilis endémica"
campilobacteriosis,Q683861,"artralgia,calambre abdominal,cefalea,diarrea,dolor abdominal,envenenamiento,fiebre,mialgia,sangre en las heces,sepsis","Q114953,Q1214063,Q183134,Q183425,Q3002092,Q38933,Q40878,Q474959,Q683498,Q86","Gentamicina,Levofloxacino,azitromicina,ciprofloxacino,clindamicina,doxiciclina","Q165399,Q256602,Q422273,Q422442,Q422482,Q424193", , , , ,"Campylobacter,Campylobacter jejuni","Q131488,Q265488",cultivo microbiológico,Q1125312, , ,C0006818,D002169, ,https://es.wikipedia.org/wiki/Campilobacteriosis, ,Campilobacterosis
fiebre reincidente,Q690032, , ,doxiciclina,Q422442, , , , , , , , ,"087,087.9","A68,A68.0,A68.1,A68.9",C0035021,D012061, ,https://es.wikipedia.org/wiki/Fiebre_reincidente, ,"fiebre recurrente,iebre recurrente epidémica"
fiebre de Lassa,Q706845,"alopecia,ascitis,cansancio,cefalea,choque hipovolémico,coagulación intravascular diseminada,conjuntivitis,diarrea,dolor abdominal,dolor de garganta,dolor torácico,edema,edema pulmonar,eflorescencia,encefalopatía,envenenamiento,estomatitis,fiebre,hemorragia,hemorragia interna,hepatitis,hiperemia,insuficiencia cardíaca,mialgia,miocarditis,neumonía,náusea,pleuritis,sordera,tos,vértigo,vómito","Q10686316,Q114953,Q12133,Q12192,Q127076,Q1292082,Q131742,Q152234,Q166019,Q167844,Q181754,Q183425,Q186235,Q186889,Q193889,Q2361887,Q2697787,Q35805,Q38933,Q3959670,Q40878,Q474959,Q55998,Q576349,Q653197,Q693058,Q823027,Q857667,Q86,Q911386,Q948806,Q9690", , , , , , ,Lassa virus,Q1806636,"Q7933598,exploración física","Q7933598,Q835153",078.89,A96.2,C0023092,D007835,C128418,https://es.wikipedia.org/wiki/Fiebre_de_Lassa, ,"LHF,Lassa hemorrhagic fever,fiebre hemorragica Lassa,fiebre hemorragica de Lassa,fiebre hemorrágica Lassa,fiebre hemorrágica de Lassa"
Q4000419,Q4000419, , , , ,Q3473544,Q3473544, , , , , , , , ,C1265994, , , ,página de desambiguación de Wikimedia, 
úlcera gástrica,Q4003020, , ,"Cimetidina,Famotidina,Hidróxido de magnesio,Lansoprazol,Magaldrato,Nizatidina,Omeprazol,Pantoprazol,Q27269528,Q4381806,Q4737377,Q5018826,atropina,carbonato de calcio,esomeprazol,ion carbonato,ranitidina,sucralfato","Q1188290,Q23767,Q254296,Q26272,Q27104479,Q27269528,Q286846,Q407548,Q409492,Q411159,Q419991,Q420394,Q422210,Q423037,Q4381806,Q4737377,Q5018826,Q553223", , , , , , , , ,531,K25,C0038358,D013276,C3388, , , 
Q4008885,Q4008885, , , , , , , , , , , , ,"446.2,446.20,446.29","D69.0,M31.0",C0151436,D018366,"C35119,C82863", , , 
Q4044729,Q4044729, , , , , , , , ,Myriapoda,Q25823, , , , , , , , , , 
Q4045988,Q4045988, , , , , , , , , , , , , , ,C0277426, , , , , 
Q4054410,Q4054410, , , , , , , , ,infección,Q166231, , , , , , , , , , 
Q4055928,Q4055928, , , , , , , , ,Avitaminosis,Q194435, , , , , , , , , , 
crisis adrenal,Q4057453, , , , , , , , , , , , ,255.41,E27.2,C0151467, ,C112840,https://es.wikipedia.org/wiki/Crisis_addisoniana,emergencia médica,crisis addisoniana
Q4057495,Q4057495, , , , , , , , , , , , , , ,C0262587, ,C3916, , , 
acantoqueilonemiasis,Q4059313, , , , , , , , ,infección,Q166231, , , , , ,D063485, , , , 
polineuropatía alcohólica,Q4062508, , ,"Cianocobalamina,Vitamina B1,hidroxocobalamina","Q252251,Q73972,Q83187", , , , , , , , ,357.5,G62.1,C0085677,D020269,C26926,https://es.wikipedia.org/wiki/Polineuropat%C3%ADa_alcoh%C3%B3lica, ,polineuropatia alcoholica
Q4068760,Q4068760, , , , , , , , ,Argasidae,Q640684, , , , ,C0277414, , , , , 
Q4068779,Q4068779, , , , , , , , ,Argas,Q2708492, , , , ,C0277415, , , , , 
Q4069609,Q4069609, , , , , , , , ,Armillifer,Q4793497, , , , ,C0277480, , , , , 
Q4070256,Q4070256, , , , , , , , , , ,Q108525719,Q108525719, , ,C0752156, , , , , 
Q4071950,Q4071950, , , , , , , , , , , , , , , , , , , , 
hemianopsia binasal,Q4086828, , , , , , , , , , , , , , , , , , , , 
Q4090776,Q4090776, , , , , , , , , , , , , , , , , , , , 
Q4097126,Q4097126,"Celulitis,elefantiasis,eritema,fiebre,linfadenitis,linfangitis","Q1166142,Q1476027,Q16775468,Q242510,Q3269466,Q38933", , , , , , ,"Brugia malayi,Brugia timori","Q139658,Q145730", , , , , , , , , , 
Q4105918,Q4105918, , , , , , , , , , , , , , , , , , , , 
Q4117969,Q4117969, , , , , , , , , , , , , , , , , , , , 
Q4127183,Q4127183, , , , , , , , , , , , , , , ,C535978, , , , 
Q4127184,Q4127184, , , , , , , , , , , , , , , , , , , , 
Q4127185,Q4127185, , , , , , , , , , , , , , , , ,C129302, , , 
Q4127186,Q4127186, , ,cortisol,Q190875, , , , , , , , , , , , ,C129301, , , 
Q4132982,Q4132982, , , , , , , , , , , , ,235.7, ,C0149927, ,C3497, , , 
Q4134100,Q4134100, , , , , , , , ,alcohol bencílico,Q52353, , , , ,C2609173, ,C118508, , , 
trastorno mental inducido por sustancias,Q4134457, , , , , , , , ,psicotrópico,Q12830468, , , , , ,D019966, , , , 
Q4134744,Q4134744, , , , , , , , ,infección,Q166231, , , , , , , , , , 
Q4135134,Q4135134, , , , , , , , , , , , , , ,C0018949, , , , , 
deficiencia de vitamina B1,Q4138763, , , , , , , , , , , , , , ,C0039841,D013832,C34418, , ,deficiencia de tiamina
Deficiencia en riboflavina,Q4138764, , ,vitamina B2,Q130365, , , , , , , , ,266.0,E53.0,C0035528,D012257, ,https://es.wikipedia.org/wiki/Deficiencia_en_riboflavina, ,Deficiencia de riboflavina
Deficiencia de vitamina K,Q4138767,"diarrea,hemorragia","Q166019,Q40878", , , , , , , , , , ,269.0,E56.1,C0042880,D014813,C99108,https://es.wikipedia.org/wiki/Deficiencia_de_vitamina_K, , 
Q4158999,Q4158999, , , , , , , , ,Meloidae,Q297115, , , , ,C0275108, , , , , 
Q4159002,Q4159002, , , , , , , , , , , , , , , , , , , , 
dermacentorosis,Q4159004, , , , , , , , ,Dermacentor,Q2714520, , , , ,C0277408, , , , , 
Q4159544,Q4159544, , , , , , , , , , , , , , , , , , , , 
Q4162341,Q4162341, , , , , , , , , , , , , , ,C0349691, , , , , 
Q4162400,Q4162400, , , , , , , , , , ,Q16963637,Q16963637, , ,"C0878588,C4048750",D046628, , , , 
complicaciones de la diabetes mellitus,Q4198677, , , , , , , , , , , , , , ,C0342257,D048909,C84415,https://es.wikipedia.org/wiki/Complicaciones_de_la_diabetes_mellitus, , 
"trastorno de inestabilidad emocional de la personalidad, tipo  impulsivo",Q4200416, , , , , , , , , , , , , , , , , , , ,"trastorno límite de la personalidad, tipo impulsivo"
Q4215955,Q4215955, , , , , , , , , , , , , , , , , , , , 
Q4219511,Q4219511, , , , , , , , , , , , , , , , , , , , 
miasis gastrointestinal,Q4222640, , , , , , , , , , , , , , ,C0027033, , , , , 
Tumor de Hürthle,Q4223446, , , , , , , , , , , , , , ,C0949541,D018249, ,https://es.wikipedia.org/wiki/Tumor_de_H%C3%BCrthle, ,Tumor de Hurthle
Q4262866,Q4262866, , , , , , , , , , , , , , , ,C537027, , , , 
Q4292658,Q4292658, , , , , , , , , , , , , , , , , , , , 
infección micobacteriana,Q4293079, , ,claritromicina,Q118551,tuberculosis,Q12204, , ,infección,Q166231, , , , ,C0026918,D009164,C26831, , ,"enfermedad infecciosa miobacteriana,infeccion micobacterial,infeccion micobacteriana,infección micobacterial"
Q4293146,Q4293146, , , , , , , , , , , , , , , , ,C40290, , , 
Q4296712,Q4296712, , , , , , , , , , , , , , , , , , , , 
Q4301741,Q4301741, , , , , , , , ,infección,Q166231, , , , , , , , , , 
Q4301744,Q4301744, , , , , , , , , , , , , , , , , , , , 
Q4305015,Q4305015, , , , , , , , , , , , ,743.21, ,C0311251, , , , , 
Q4308496,Q4308496, , , , , , , , , , , , , , , , , , , , 
obstrucción de las vías aéreas,Q4330029, , ,"adenoamigdalectomía,adrenalina","Q132621,Q356194", , ,fumar,Q662860, , , , , , , ,D000402, , , , 
neoplasia de estómago,Q4335552, , , , , , , , , , , , , , ,C0038356,D013274, , , ,neoplasia estomacal
neoplasia del sistema nervioso central,Q4335557, , , , , , , , , , , , , , , ,D016543, , , , 
Q4337001,Q4337001, , , , , , , , ,Ornithodoros,Q640158, , , , ,C4074921, , , , , 
Q4338644,Q4338644, , , , , , , , , , , , , , ,C0477611,D055035, , , , 
Q4338645,Q4338645, , , , , , , , , , , , , , ,C0520538,C536977, , , , 
osteocondropatía,Q4338646, , , , , , , , , , , , , , ,C0152091, , , ,enfermedad del hueso y del cartílago,osteocondropatia
Q4339164,Q4339164, , , , , , , , , , , , , , , , , , , , 
Q4341094,Q4341094, , , , , , , , , , , , ,239.89,E16.8,C1882278, ,C67453, , , 
Q4344669,Q4344669, , , , , , , , , , , , , , ,CL525256, , , , , 
Q4344969,Q4344969, , , , , , , , , , , , , , , ,D010501, , , , 
Q4344979,Q4344979, , , , , , , , , , , , , , , , , , , , 
Q4344990,Q4344990, , , , , , , , , , , , , , ,C1264191, , , , , 
intoxicación patológica,Q4346962, , , , , , , , , , , , , , , , , , , , 
fractura del dedo,Q4350506, , , , , , , , , , , , , , ,C0272694, , , , ,fractura de dedo
Carnosinemia,Q4353825, , , , , , , , , , , , , ,E70.8,"C0268632,C3495554,C3495555", ,C125661,https://es.wikipedia.org/wiki/Deficiencia_de_carnosinasa, , 
alergia a los animales,Q4357119, , , , , , , , , , , , , , , , , , , ,alergia animal
Q4362373,Q4362373, , , , , , , , , , , , , , , , , , , , 
Q4362791,Q4362791, , , , , , , , , , , , ,537.81, ,C0152163, , , , , 
porocefaliasis,Q4373155, , , , , , , , , , , , , , ,C0277483, , , , ,porocefalosis
Q4377543,Q4377543, , , , , , , , , , , , , , ,C0917805, , , , , 
Q4382834,Q4382834, , , , , , , , ,infección,Q166231, , , , , , , , , , 
Q4392520,Q4392520, , , , , , , , , , , , , , , , , , , , 
fiebre hemorrágica argentina,Q2583514,"anorexia,cansancio,cefalea,delírium,edema pulmonar,eflorescencia,estupor,fiebre,hemorragia digestiva superior,insuficiencia renal aguda,leucopenia,malestar,melena,mialgia,náusea,petequia,trombocitopenia,vómito","Q1163908,Q127076,Q1412657,Q160796,Q186889,Q1883970,Q254327,Q2673323,Q268594,Q38933,Q424337,Q474959,Q496812,Q585285,Q653197,Q857667,Q86,Q9690","Ribavirina,plasma","Q421862,Q79749", , , , ,Argentinian mammarenavirus,Q51929761,"ELISA,Q7933598,análisis de orina,exploración física,hemograma","Q332126,Q7933598,Q835153,Q842424,Q886518", ,A96.0,C0019097, , ,https://es.wikipedia.org/wiki/Fiebre_hemorr%C3%A1gica_argentina, ,"Fiebre hemorragica argentina,Mal de Junin,Mal de los rastrojos"
pasteurelosis,Q2589418,"artralgia,fiebre,neumonía,taquicardia","Q12192,Q209583,Q38933,Q683498", , , , , , ,"Pasteurella,Pasteurella multocida","Q2477372,Q310656", , ,027.2,A28.0,C0030636,D010326, , , , 
leishmaniasis cutánea,Q2590966,"Pápula,cicatriz,úlcera","Q206060,Q6452285,Q997862","Anfotericina B,Dapsona,Fluconazol,Ketoconazol,Pentamidina,Q288875,itraconazol","Q288875,Q407883,Q411229,Q411478,Q412223,Q416206,Q422226", , , , ,"Leishmania,Leishmania aethiopica,Leishmania braziliensis,Leishmania mexicana,Leishmania tropica","Q1950818,Q2493686,Q2493699,Q2493771,Q524818","ELISA,Ensayo de fijación del complemento,anamnesis,exploración física,inmunofluorescencia,microscopio óptico","Q188952,Q332126,Q592324,Q835153,Q904197,Q912313",085.2,B55.1,"C0023283,C0023285",D016773,"C34768,C34770", , , 
yersiniosis,Q2600216,"adenitis mesentérica,apendicitis,artralgia,cefalea,diarrea,dolor abdominal,eflorescencia,envenenamiento,eritema nodoso,escalofrío,faringitis,fiebre,gastroenteritis,hepatomegalia,mialgia,sepsis","Q114953,Q121041,Q1362864,Q1363738,Q156103,Q183134,Q183425,Q2085267,Q2260058,Q2891261,Q38933,Q40878,Q474959,Q653197,Q683498,Q86","Q2601859,ceftriaxona,ciprofloxacino,doxiciclina","Q256602,Q2601859,Q421713,Q422442", , , , ,Yersinia enterocolotica,Q135177,"ELISA,Reacción en cadena de la polimerasa,cultivo microbiológico,exploración física,hemograma,punción lumbar","Q1125312,Q176996,Q332126,Q719444,Q835153,Q886518", , , ,D015009, , , , 
neumonía viral,Q2603200,neumonía,Q12192, , , , , , ,virus,Q808, , ,"480,480.8,480.9",J12.9,C0032310,D011024, , , ,neumonía vírica
Gnatostomiasis,Q2665559,"dermatitis,dolor abdominal,hinchazón,náusea,vómito","Q109186,Q127076,Q183425,Q186889,Q229256","Albendazol,ivermectina","Q411629,Q415178", , , , ,"Gnathostoma hispidum,Gnathostoma spinigerum","Q5574154,Q5574160","ELISA,Western blot,imagen por resonancia magnética,tomografía axial computarizada","Q161238,Q32566,Q332126,Q48743",128.1,B83.1,C0018013,D058429,C128395,https://es.wikipedia.org/wiki/Gnatostomiasis, , 
arachnoiditis,Q2669284, , , , , , , , , , , , , ,"G03,G03.9","C0003708,C0270617",D001100,C37913, , , 
fiebre hemorrágica boliviana,Q2700304,"alopecia,eflorescencia,epistaxis,fiebre,hemorragia,hemorragia gastrointestinal","Q1495657,Q166019,Q202013,Q2697787,Q38933,Q653197","Ribavirina,plasma","Q421862,Q79749", , , , ,"Chapare mammarenavirus,Machupo virus","Q24719938,Q3560886","ELISA,Q7933598,exploración física","Q332126,Q7933598,Q835153", ,A96.1,C0282192, , ,https://es.wikipedia.org/wiki/Fiebre_hemorr%C3%A1gica_boliviana, ,"Fiebre hemorragica boliviana,Virus de fiebre hemorragica de Bolivia,Virus de fiebre hemorrágica de Bolivia,tifus negro"
encefalitis de La Crosse,Q2713959,"coma,parálisis","Q107231,Q159557", , , , , , ,Q69351055,Q69351055, , ,062.5,A83.5,C0014053,D004670, ,https://es.wikipedia.org/wiki/Encefalitis_de_La_Crosse,enfermedad,"La Crosse virus,Virus de La Crosse"
cromoblastomicosis,Q2726043, , ,Fluorocitosina,Q238490, , , , , , , , ,117.2,"B43.0,B43.1,B43.2,B43.8,B43.9",C0008582,D002862, ,https://es.wikipedia.org/wiki/Cromomicosis, , 
fiebre hemorrágica de Omsk,Q2741820,"cefalea,eflorescencia,escalofrío,fiebre,mareo,meningismo,mialgia,náusea","Q10916362,Q186889,Q2260058,Q32069,Q38933,Q474959,Q653197,Q86", , , , , , ,Virus de la fiebre hemorragica de Omsk,Q18417346,"Q7933598,Reacción en cadena de la polimerasa,exploración física,hemograma","Q176996,Q7933598,Q835153,Q886518",065.1,A98.1,C0019103,D006481, ,https://es.wikipedia.org/wiki/Fiebre_hemorr%C3%A1gica_de_Omsk, ,Fiebre hemorragica de Omsk
Q2744442,Q2744442,"Esplenomegalia,adenopatía,artralgia,diarrea,dolor de garganta,eflorescencia,encefalitis,envenenamiento,fiebre,glomerulonefritis,meningitis,rinitis","Q1129121,Q114085,Q114953,Q1292082,Q199615,Q38933,Q40878,Q48143,Q605006,Q653197,Q683498,Q847726", , , , , , ,Ross River virus,Q660537,"ELISA,Reacción en cadena de la polimerasa","Q176996,Q332126", , , , , , , , 
ehrlichiosis,Q2845432,"cansancio,cefalea,fiebre,mialgia,náusea,tos","Q186889,Q35805,Q38933,Q474959,Q86,Q9690","Cefepima,Vancomicina,carbapenem,cloranfenicol,doxiciclina,tetraciclina","Q193045,Q2552927,Q274515,Q410897,Q422442,Q424027", , , , ,"Ehrlichia canis,Ehrlichia chaffeensis,Ehrlichia ewingii,Ehrlichia muris,Ehrlichia phagocytophila","Q16966900,Q5348627,Q5348629,Q5348630,Q62889117","ELISA,Reacción en cadena de la polimerasa","Q176996,Q332126","082.4,082.40","A48.8,A77.4,A77.40",C0085399,D016873, ,https://es.wikipedia.org/wiki/Ehrlichiosis, ,"enfermedad ehrlichial,erliquiosis"
arbovirosis,Q2859732, , , , , , , , ,arbovirus,Q630622, , , , ,C0003723,D001102,C34396, , , 
Sapito,Q2886899, , ,"Clorhexidina,Fluconazol,Ketoconazol,Miconazol,Nistatina,clotrimazol,itraconazol","Q15646788,Q251005,Q407883,Q410534,Q411229,Q411478,Q413546", , , , , , , , ,112.0,"B37.0,B37.9",C0006849,D002180,C28137,https://es.wikipedia.org/wiki/Sapito, ,candidiasis oral
ciclosporosis,Q3008595,"deshidratación,diarrea,dolor abdominal,flatulencia,náusea,síndrome gripal,vómito","Q127076,Q160184,Q183425,Q186889,Q194290,Q3508755,Q40878",Trimetoprima-sulfametoxazol,Q898623, , , , ,Cyclospora cayetanensis,Q3008600,"Coprocultivo,Reacción en cadena de la polimerasa","Q176996,Q2563658",007.5,A07.4,C0343398,D021866,C128409,https://es.wikipedia.org/wiki/Ciclosporosis,enfermedad causada por Cyclospora cayetanensis, 
